Text_ID	ID	Date	Newspaper	Article	Publisher	Volume	Issue	URN	URL	Lang	Quality	Image	
PressMint-SI_1914-03-12-NTYLFNWW	PressMint-SI_1914-03-12-NTYLFNWW.ana.p1	1914-03-12	Slovenski gospodar	LISTEK	Tiskarna sv. Cirila	48	11	URN:NBN:SI:DOC-NTYLFNWW	https://dlib.si/details/URN:NBN:SI:DOC-NTYLFNWW/	Slovenian		https://nl.ijs.si/inz/speriodika/NTYLFNWW-0.jpg
