Text_ID	ID	Date	Newspaper	Article	Publisher	Volume	Issue	URN	URL	Lang	Quality	Image	
PressMint-SI_1914-08-07-2KUI6981	PressMint-SI_1914-08-07-2KUI6981.ana.p1	1914-08-07	Učiteljski tovariš	Vojna	J.U.U.-sekcija za dravsko banovino	54	32	URN:NBN:SI:DOC-2KUI6981	https://dlib.si/details/URN:NBN:SI:DOC-2KUI6981/	slovenski		https://nl.ijs.si/inz/speriodika/2KUI6981-0.jpg
