Text_ID	ID	Date	Newspaper	Article	Publisher	Volume	Issue	URN	URL	Lang	Quality	Image	
PressMint-NL_1669-10-29-35903	PressMint-NL_1669-10-29-35903.ana.p.1	1669-10-29	Oprechte Haerlemsche courant	's Gravenhage den 17 October.	Gedruckt tot Haerlem, by ABRAHAM CASTELEYN, Stadts Drucker, op de Marckt, in de Blye Druck. Den 29 October, Anno 1669.			ddd:010926888:mpeg21:a0007	https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010926888:mpeg21:a0007	Dutch		
