Text_ID	ID	Date	Newspaper	Article	Publisher	Volume	Issue	URN	URL	Lang	Quality	Image	
PressMint-NL_1667-01-22-32657	PressMint-NL_1667-01-22-32657.ana.p1	1667-01-22	Oprechte Haerlemsche courant	Londen den 10 Ianuary.	Gedruckt tot Haerlem, by ABRAHAM CASTELEYN Stadts Drucker, op de Marckt in de Blye Druck. Den 22 Ianuary, Anno 1667.			ddd:010926729:mpeg21:a0002	https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010926729:mpeg21:a0002	Dutch		
