Text_ID	ID	Date	Newspaper	Article	Publisher	Volume	Issue	URN	URL	Lang	Quality	Image	
PressMint-NL_1665-01-20-153	PressMint-NL_1665-01-20-153.ana.p1	1665-01-20	Ordinaris dingsdaeghse courante	Londen den 9 Januarii.	t'AMSTELREDAM, Gedruckt by JOHANNES van RAVESTEYN, Boeckverkooper en Ordinaris Drucker deser Stede, op't Water in't Schrijfboeck, den 20 Ianuarii, 1665.			ddd:010411960:mpeg21:a0005	https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010411960:mpeg21:a0005	Dutch		
